38019 silly lifecycle postcss-modules-scope@1.1.0~preinstall: no script for preinstall, continuing
46735 info lifecycle braces@1.8.5~install: braces@1.8.5
46736 silly lifecycle braces@1.8.5~install: no script for install, continuing
46737 silly install camelcase@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/camelcase-7d47749c
46738 info lifecycle camelcase@3.0.0~install: camelcase@3.0.0
46739 silly lifecycle camelcase@3.0.0~install: no script for install, continuing
46740 silly install debug@2.6.9 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/debug-3bfa94e3
46741 info lifecycle debug@2.6.9~install: debug@2.6.9
46742 silly lifecycle debug@2.6.9~install: no script for install, continuing
46743 silly install compression@1.7.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/compression-bb2cebde
46744 info lifecycle compression@1.7.2~install: compression@1.7.2
46745 silly lifecycle compression@1.7.2~install: no script for install, continuing
46746 silly install expand-brackets@0.1.5 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/expand-brackets-539dd1fb
46747 info lifecycle expand-brackets@0.1.5~install: expand-brackets@0.1.5
46748 silly lifecycle expand-brackets@0.1.5~install: no script for install, continuing
46749 silly install pify@2.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/pify-ee0749b2
46750 info lifecycle pify@2.3.0~install: pify@2.3.0
46751 silly lifecycle pify@2.3.0~install: no script for install, continuing
46752 silly install has-flag@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/has-flag-8adae00e
46753 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
46754 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
46755 silly install is-extglob@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-extglob-e161bcb6
46756 info lifecycle is-extglob@1.0.0~install: is-extglob@1.0.0
46757 silly lifecycle is-extglob@1.0.0~install: no script for install, continuing
46758 silly install extglob@0.3.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/extglob-e74ebc28
46759 info lifecycle extglob@0.3.2~install: extglob@0.3.2
46760 silly lifecycle extglob@0.3.2~install: no script for install, continuing
46761 silly install is-fullwidth-code-point@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-fullwidth-code-point-7c430a66
46762 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
46763 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
46764 silly install is-glob@2.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-glob-419aebed
46765 info lifecycle is-glob@2.0.1~install: is-glob@2.0.1
46766 silly lifecycle is-glob@2.0.1~install: no script for install, continuing
46767 silly install glob-parent@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/glob-parent-40075ffe
46768 info lifecycle glob-parent@2.0.0~install: glob-parent@2.0.0
46769 silly lifecycle glob-parent@2.0.0~install: no script for install, continuing
46770 silly install kind-of@3.2.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/kind-of-66d9360a
46771 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
46772 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
46773 silly install micromatch@2.3.11 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/micromatch-864ce612
46774 info lifecycle micromatch@2.3.11~install: micromatch@2.3.11
46775 silly lifecycle micromatch@2.3.11~install: no script for install, continuing
46776 silly install anymatch@1.3.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/anymatch-4c299b6e
46777 info lifecycle anymatch@1.3.2~install: anymatch@1.3.2
46778 silly lifecycle anymatch@1.3.2~install: no script for install, continuing
46779 silly install chokidar@1.7.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/chokidar-7f0a8c03
46780 info lifecycle chokidar@1.7.0~install: chokidar@1.7.0
46781 silly lifecycle chokidar@1.7.0~install: no script for install, continuing
46782 silly install path-exists@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/path-exists-07382a5e
46783 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
46784 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
46785 silly install find-up@1.1.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/find-up-d4dba311
46786 info lifecycle find-up@1.1.2~install: find-up@1.1.2
46787 silly lifecycle find-up@1.1.2~install: no script for install, continuing
46788 silly install read-pkg-up@1.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/read-pkg-up-6df4034f
46789 info lifecycle read-pkg-up@1.0.1~install: read-pkg-up@1.0.1
46790 silly lifecycle read-pkg-up@1.0.1~install: no script for install, continuing
46791 silly install debug@2.6.9 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/debug-91b54d05
46792 info lifecycle debug@2.6.9~install: debug@2.6.9
46793 silly lifecycle debug@2.6.9~install: no script for install, continuing
46794 silly install debug@2.6.9 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/debug-589ebcee
46795 info lifecycle debug@2.6.9~install: debug@2.6.9
46796 silly lifecycle debug@2.6.9~install: no script for install, continuing
46797 silly install spdy-transport@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/spdy-transport-0836e1a4
46798 info lifecycle spdy-transport@2.1.0~install: spdy-transport@2.1.0
46799 silly lifecycle spdy-transport@2.1.0~install: no script for install, continuing
46800 silly install debug@2.6.9 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/debug-71fa0e4a
46801 info lifecycle debug@2.6.9~install: debug@2.6.9
46802 silly lifecycle debug@2.6.9~install: no script for install, continuing
46803 silly install spdy@3.4.7 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/spdy-e1961304
46804 info lifecycle spdy@3.4.7~install: spdy@3.4.7
46805 silly lifecycle spdy@3.4.7~install: no script for install, continuing
46806 silly install strip-ansi@3.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/strip-ansi-1f622477
46807 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
46808 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
46809 silly install string-width@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/string-width-8e7f874c
46810 info lifecycle string-width@1.0.2~install: string-width@1.0.2
46811 silly lifecycle string-width@1.0.2~install: no script for install, continuing
46812 silly install supports-color@4.5.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/supports-color-21b89629
46813 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
46814 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
46815 silly install uuid@2.0.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/uuid-e89f1569
46816 info lifecycle uuid@2.0.3~install: uuid@2.0.3
46817 silly lifecycle uuid@2.0.3~install: no script for install, continuing
46818 silly install yargs-parser@4.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-parser-288b90e5
46819 info lifecycle yargs-parser@4.2.1~install: yargs-parser@4.2.1
46820 silly lifecycle yargs-parser@4.2.1~install: no script for install, continuing
46821 silly install jsonfile@2.4.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jsonfile-12498683
46822 info lifecycle jsonfile@2.4.0~install: jsonfile@2.4.0
46823 silly lifecycle jsonfile@2.4.0~install: no script for install, continuing
46824 silly install source-map@0.6.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/source-map-1c51db12
46825 info lifecycle source-map@0.6.1~install: source-map@0.6.1
46826 silly lifecycle source-map@0.6.1~install: no script for install, continuing
46827 silly install webpack-sources@1.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/webpack-sources-30c6ed39
46828 info lifecycle webpack-sources@1.1.0~install: webpack-sources@1.1.0
46829 silly lifecycle webpack-sources@1.1.0~install: no script for install, continuing
46830 silly install extract-text-webpack-plugin@3.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/extract-text-webpack-plugin-176c0c83
46831 info lifecycle extract-text-webpack-plugin@3.0.2~install: extract-text-webpack-plugin@3.0.2
46832 silly lifecycle extract-text-webpack-plugin@3.0.2~install: no script for install, continuing
46833 silly install ajv-keywords@2.1.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/ajv-keywords-7a636323
46834 info lifecycle ajv-keywords@2.1.1~install: ajv-keywords@2.1.1
46835 silly lifecycle ajv-keywords@2.1.1~install: no script for install, continuing
46836 silly install ansi-regex@2.1.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/ansi-regex-efb2a860
46837 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
46838 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
46839 silly install has-flag@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/has-flag-ffa91f92
46840 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
46841 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
46842 silly install is-fullwidth-code-point@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-fullwidth-code-point-ff493b53
46843 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
46844 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
46845 silly install pify@2.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/pify-dc16f1dc
46846 info lifecycle pify@2.3.0~install: pify@2.3.0
46847 silly lifecycle pify@2.3.0~install: no script for install, continuing
46848 silly install path-type@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/path-type-c0e5b911
46849 info lifecycle path-type@2.0.0~install: path-type@2.0.0
46850 silly lifecycle path-type@2.0.0~install: no script for install, continuing
46851 silly install punycode@1.4.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/punycode-f18b60a8
46852 info lifecycle punycode@1.4.1~install: punycode@1.4.1
46853 silly lifecycle punycode@1.4.1~install: no script for install, continuing
46854 silly install strip-ansi@3.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/strip-ansi-d12d220d
46855 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
46856 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
46857 silly install string-width@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/string-width-8996e0d7
46858 info lifecycle string-width@1.0.2~install: string-width@1.0.2
46859 silly lifecycle string-width@1.0.2~install: no script for install, continuing
46860 silly install strip-bom@3.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/strip-bom-f2c2608f
46861 info lifecycle strip-bom@3.0.0~install: strip-bom@3.0.0
46862 silly lifecycle strip-bom@3.0.0~install: no script for install, continuing
46863 silly install load-json-file@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/load-json-file-95492055
46864 info lifecycle load-json-file@2.0.0~install: load-json-file@2.0.0
46865 silly lifecycle load-json-file@2.0.0~install: no script for install, continuing
46866 silly install read-pkg@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/read-pkg-742761b7
46867 info lifecycle read-pkg@2.0.0~install: read-pkg@2.0.0
46868 silly lifecycle read-pkg@2.0.0~install: no script for install, continuing
46869 silly install read-pkg-up@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/read-pkg-up-8ef550f2
46870 info lifecycle read-pkg-up@2.0.0~install: read-pkg-up@2.0.0
46871 silly lifecycle read-pkg-up@2.0.0~install: no script for install, continuing
46872 silly install supports-color@4.5.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/supports-color-9af3a13f
46873 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
46874 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
46875 silly install which-module@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/which-module-e73d77f3
46876 info lifecycle which-module@2.0.0~install: which-module@2.0.0
46877 silly lifecycle which-module@2.0.0~install: no script for install, continuing
46878 silly install yargs-parser@7.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-parser-36e69d09
46879 info lifecycle yargs-parser@7.0.0~install: yargs-parser@7.0.0
46880 silly lifecycle yargs-parser@7.0.0~install: no script for install, continuing
46881 silly install websocket-extensions@0.1.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/websocket-extensions-8cb77b6f
46882 info lifecycle websocket-extensions@0.1.3~install: websocket-extensions@0.1.3
46883 silly lifecycle websocket-extensions@0.1.3~install: no script for install, continuing
46884 silly install websocket-driver@0.7.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/websocket-driver-28e0aff4
46885 info lifecycle websocket-driver@0.7.0~install: websocket-driver@0.7.0
46886 silly lifecycle websocket-driver@0.7.0~install: no script for install, continuing
46887 silly install faye-websocket@0.11.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/faye-websocket-70a40d60
46888 info lifecycle faye-websocket@0.11.1~install: faye-websocket@0.11.1
46889 silly lifecycle faye-websocket@0.11.1~install: no script for install, continuing
46890 silly install sockjs-client@1.1.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/sockjs-client-95755f17
46891 info lifecycle sockjs-client@1.1.4~install: sockjs-client@1.1.4
46892 silly lifecycle sockjs-client@1.1.4~install: no script for install, continuing
46893 silly install faye-websocket@0.10.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/faye-websocket-e36f53ba
46894 info lifecycle faye-websocket@0.10.0~install: faye-websocket@0.10.0
46895 silly lifecycle faye-websocket@0.10.0~install: no script for install, continuing
46896 silly install sockjs@0.3.18 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/sockjs-5e4be964
46897 info lifecycle sockjs@0.3.18~install: sockjs@0.3.18
46898 silly lifecycle sockjs@0.3.18~install: no script for install, continuing
46899 silly install faye-websocket@0.11.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/faye-websocket-c7e77a3d
46900 info lifecycle faye-websocket@0.11.1~install: faye-websocket@0.11.1
46901 silly lifecycle faye-websocket@0.11.1~install: no script for install, continuing
46902 silly install sockjs-client@1.1.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/sockjs-client-5cc46605
46903 info lifecycle sockjs-client@1.1.4~install: sockjs-client@1.1.4
46904 silly lifecycle sockjs-client@1.1.4~install: no script for install, continuing
46905 silly install whatwg-encoding@1.0.3 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/whatwg-encoding-1ffac88e
46906 info lifecycle whatwg-encoding@1.0.3~install: whatwg-encoding@1.0.3
46907 silly lifecycle whatwg-encoding@1.0.3~install: no script for install, continuing
46908 silly install html-encoding-sniffer@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/html-encoding-sniffer-8eacb60d
46909 info lifecycle html-encoding-sniffer@1.0.2~install: html-encoding-sniffer@1.0.2
46910 silly lifecycle html-encoding-sniffer@1.0.2~install: no script for install, continuing
46911 silly install whatwg-fetch@2.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/whatwg-fetch-41325f4f
46912 info lifecycle whatwg-fetch@2.0.4~install: whatwg-fetch@2.0.4
46913 silly lifecycle whatwg-fetch@2.0.4~install: no script for install, continuing
46914 silly install isomorphic-fetch@2.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/isomorphic-fetch-9415e8b6
46915 info lifecycle isomorphic-fetch@2.2.1~install: isomorphic-fetch@2.2.1
46916 silly lifecycle isomorphic-fetch@2.2.1~install: no script for install, continuing
46917 silly install fbjs@0.8.16 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/fbjs-bd667a7b
46918 info lifecycle fbjs@0.8.16~install: fbjs@0.8.16
46919 silly lifecycle fbjs@0.8.16~install: no script for install, continuing
46920 silly install prop-types@15.6.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/prop-types-93e63014
46921 info lifecycle prop-types@15.6.1~install: prop-types@15.6.1
46922 silly lifecycle prop-types@15.6.1~install: no script for install, continuing
46923 silly install eslint-plugin-react@7.4.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/eslint-plugin-react-bbe75126
46924 info lifecycle eslint-plugin-react@7.4.0~install: eslint-plugin-react@7.4.0
46925 silly lifecycle eslint-plugin-react@7.4.0~install: no script for install, continuing
46926 silly install webidl-conversions@3.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/webidl-conversions-72943100
46927 info lifecycle webidl-conversions@3.0.1~install: webidl-conversions@3.0.1
46928 silly lifecycle webidl-conversions@3.0.1~install: no script for install, continuing
46929 silly install whatwg-url@4.8.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/whatwg-url-9b99e6dc
46930 info lifecycle whatwg-url@4.8.0~install: whatwg-url@4.8.0
46931 silly lifecycle whatwg-url@4.8.0~install: no script for install, continuing
46932 silly install whet.extend@0.9.9 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/whet.extend-465815e0
46933 info lifecycle whet.extend@0.9.9~install: whet.extend@0.9.9
46934 silly lifecycle whet.extend@0.9.9~install: no script for install, continuing
46935 silly install svgo@0.7.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/svgo-2af865a3
46936 info lifecycle svgo@0.7.2~install: svgo@0.7.2
46937 silly lifecycle svgo@0.7.2~install: no script for install, continuing
46938 silly install postcss-svgo@2.1.6 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/postcss-svgo-91725c1f
46939 info lifecycle postcss-svgo@2.1.6~install: postcss-svgo@2.1.6
46940 silly lifecycle postcss-svgo@2.1.6~install: no script for install, continuing
46941 silly install cssnano@3.10.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/cssnano-4449976b
46942 info lifecycle cssnano@3.10.0~install: cssnano@3.10.0
46943 silly lifecycle cssnano@3.10.0~install: no script for install, continuing
46944 silly install css-loader@0.28.7 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/css-loader-1c0e932d
46945 info lifecycle css-loader@0.28.7~install: css-loader@0.28.7
46946 silly lifecycle css-loader@0.28.7~install: no script for install, continuing
46947 silly install which@1.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/which-83ed56dc
46948 info lifecycle which@1.3.0~install: which@1.3.0
46949 silly lifecycle which@1.3.0~install: no script for install, continuing
46950 silly install node-notifier@5.2.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/node-notifier-3f197c2d
46951 info lifecycle node-notifier@5.2.1~install: node-notifier@5.2.1
46952 silly lifecycle node-notifier@5.2.1~install: no script for install, continuing
46953 silly install global-prefix@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/global-prefix-69e27f38
46954 info lifecycle global-prefix@1.0.2~install: global-prefix@1.0.2
46955 silly lifecycle global-prefix@1.0.2~install: no script for install, continuing
46956 silly install global-modules@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/global-modules-437ce24e
46957 info lifecycle global-modules@1.0.0~install: global-modules@1.0.0
46958 silly lifecycle global-modules@1.0.0~install: no script for install, continuing
46959 silly install resolve-dir@1.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/resolve-dir-1fa132f1
46960 info lifecycle resolve-dir@1.0.1~install: resolve-dir@1.0.1
46961 silly lifecycle resolve-dir@1.0.1~install: no script for install, continuing
46962 silly install which-module@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/which-module-987fbc29
46963 info lifecycle which-module@1.0.0~install: which-module@1.0.0
46964 silly lifecycle which-module@1.0.0~install: no script for install, continuing
46965 silly install widest-line@2.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/widest-line-ed7d1a92
46966 info lifecycle widest-line@2.0.0~install: widest-line@2.0.0
46967 silly lifecycle widest-line@2.0.0~install: no script for install, continuing
46968 silly install window-size@0.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/window-size-8ed20c95
46969 info lifecycle window-size@0.1.0~install: window-size@0.1.0
46970 silly lifecycle window-size@0.1.0~install: no script for install, continuing
46971 silly install yargs@3.10.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-b6c367ac
46972 info lifecycle yargs@3.10.0~install: yargs@3.10.0
46973 silly lifecycle yargs@3.10.0~install: no script for install, continuing
46974 silly install uglify-js@2.8.29 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/uglify-js-89da2738
46975 info lifecycle uglify-js@2.8.29~install: uglify-js@2.8.29
46976 silly lifecycle uglify-js@2.8.29~install: no script for install, continuing
46977 silly install uglifyjs-webpack-plugin@0.4.6 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/uglifyjs-webpack-plugin-ef7bd2e5
46978 info lifecycle uglifyjs-webpack-plugin@0.4.6~install: uglifyjs-webpack-plugin@0.4.6
46979 silly lifecycle uglifyjs-webpack-plugin@0.4.6~install: no script for install, continuing
46980 silly install yargs@3.10.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/yargs-0cd923d7
46981 info lifecycle yargs@3.10.0~install: yargs@3.10.0
46982 silly lifecycle yargs@3.10.0~install: no script for install, continuing
46983 silly install uglify-js@2.8.29 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/uglify-js-7bdc93cf
46984 info lifecycle uglify-js@2.8.29~install: uglify-js@2.8.29
46985 silly lifecycle uglify-js@2.8.29~install: no script for install, continuing
46986 silly install handlebars@4.0.11 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/handlebars-2827036c
46987 info lifecycle handlebars@4.0.11~install: handlebars@4.0.11
46988 silly lifecycle handlebars@4.0.11~install: no script for install, continuing
46989 silly install istanbul-reports@1.3.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/istanbul-reports-c9007960
46990 info lifecycle istanbul-reports@1.3.0~install: istanbul-reports@1.3.0
46991 silly lifecycle istanbul-reports@1.3.0~install: no script for install, continuing
46992 silly install wordwrap@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/wordwrap-859b393a
46993 info lifecycle wordwrap@1.0.0~install: wordwrap@1.0.0
46994 silly lifecycle wordwrap@1.0.0~install: no script for install, continuing
46995 silly install optionator@0.8.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/optionator-bb908c4a
46996 info lifecycle optionator@0.8.2~install: optionator@0.8.2
46997 silly lifecycle optionator@0.8.2~install: no script for install, continuing
46998 silly install escodegen@1.9.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/escodegen-5722d43b
46999 info lifecycle escodegen@1.9.1~install: escodegen@1.9.1
47000 silly lifecycle escodegen@1.9.1~install: no script for install, continuing
47001 silly install worker-farm@1.6.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/worker-farm-5f78e46a
47002 info lifecycle worker-farm@1.6.0~install: worker-farm@1.6.0
47003 silly lifecycle worker-farm@1.6.0~install: no script for install, continuing
47004 silly install jest-haste-map@20.0.5 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-haste-map-d6797091
47005 info lifecycle jest-haste-map@20.0.5~install: jest-haste-map@20.0.5
47006 silly lifecycle jest-haste-map@20.0.5~install: no script for install, continuing
47007 silly install ansi-regex@2.1.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/ansi-regex-8669e986
47008 info lifecycle ansi-regex@2.1.1~install: ansi-regex@2.1.1
47009 silly lifecycle ansi-regex@2.1.1~install: no script for install, continuing
47010 silly install is-fullwidth-code-point@1.0.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/is-fullwidth-code-point-f5bcdbf3
47011 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
47012 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
47013 silly install strip-ansi@3.0.1 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/strip-ansi-8e43d29c
47014 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
47015 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
47016 silly install string-width@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/string-width-e9eaa6db
47017 info lifecycle string-width@1.0.2~install: string-width@1.0.2
47018 silly lifecycle string-width@1.0.2~install: no script for install, continuing
47019 silly install wrap-ansi@2.1.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/wrap-ansi-37a06744
47020 info lifecycle wrap-ansi@2.1.0~install: wrap-ansi@2.1.0
47021 silly lifecycle wrap-ansi@2.1.0~install: no script for install, continuing
47022 silly install cliui@3.2.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/cliui-12769c64
47023 info lifecycle cliui@3.2.0~install: cliui@3.2.0
47024 silly lifecycle cliui@3.2.0~install: no script for install, continuing
47025 silly install cliui@3.2.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/cliui-cfbf6c2d
47026 info lifecycle cliui@3.2.0~install: cliui@3.2.0
47027 silly lifecycle cliui@3.2.0~install: no script for install, continuing
47028 silly install wrappy@1.0.2 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/wrappy-ff3f1a0d
47029 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
47030 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
47031 silly install once@1.4.0 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/once-df4f174f
47032 info lifecycle once@1.4.0~install: once@1.4.0
47033 silly lifecycle once@1.4.0~install: no script for install, continuing
47034 silly install jest-jasmine2@20.0.4 /mnt/d/Dropbox/School/3.Junear/SoftEng/TIED/node_modules/.staging/jest-jasmine2-9c541c88
47035 info lifecycle jest-jasmine2@20.0.4~install: jest-jasmine2@20.0.4
47036 silly lifecycle jest-jasmine2@20.0.4~install: no script for install, continuing
